ID,Unnamed: 0,Date,city,race_n_time,Racer,Racer_1,LAST_RACER_SAME_AS_CURRENT_RACER,LAST_RACER_SAME_AS_CURRENT_RACER_BINARY,Yas,Speed_in_Secs,GANYAN_TRANS,GANYAN_TRANS_INT,RANK,AG_Percentage,AG_RANK_AMONG_GROUP,AG_RANKING_Score_Normalized,Ranking_Score_Normalized,First_Position_Percentage,Second_Position_Percentage,Third_Position_Percentage,Fourth_Position_Percentage,TOP_THREE_RACER_PERCENTAGE,RANK_LATEST_1ST,RANK_LATEST_2ND,RANK_LATEST_3RD,RANK_LATEST_4TH,RANK_LATEST_5TH,TOPLAM_RACES,TOPLAM_1ST,TOPLAM_2ND,TOPLAM_3RD,TOPLAM_4TH,BIRINCILIK_PERCENTAGE,IKINCILIK_PERCENTAGE,UCUNCULUK_PERCENTAGE,DORDUNCULUK_PERCENTAGE,SPEED_LATEST_1ST,SPEED_LATEST_2nd,SPEED_LATEST_3rd,SPEED_LATEST_4th,SPEED_LATEST_5th,RANK.1,Ranking_Score_Normalized.1,kosu,kosu_saati,at_yası,at_ana,at_baba,Mevsim,KG,K,DB,SK,SKG,TS,GKR,AP,YP,TGK,ÖG,KGS,SGKR,DS
STEEL WIRE(8) DB  ,171536,22/09/2017,Bursa,7. Koşu:17:00,T.YILDIZ,T.YILDIZ,True,1,3y a e,85.57,4.4,440,7,7.0,5,76,62,12,11,11,10,34,7.0,5.0,3.0,3.0,3.0,6,0,0,4,0,0,0,66,0,16.36087413813252,15.84911641176005,16.42806852851443,16.14685136398402,16.33605600933489,7,62,7,17:00,3,a,e,sonbahar,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ALTIN İKLİM(10) KG  K  ,171537,17/09/2017,İzmir,4. Koşu:19:00,M.KAYİŞ,MUH.OK,False,0,4y d k,143.88,51.0,5100,10,1.0,10,40,40,4,7,7,7,18,16.0,7.0,10.0,16.0,10.0,25,1,3,1,1,4,12,4,4,,13.32491759590434,13.2054489852655,13.85718943593088,12.99460723799623,10,40,4,19:00,4,d,k,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
INTOCU(3) KG  ,171572,22/09/2017,Bursa,7. Koşu:17:00,M.ÇİÇEK,M.ÇİÇEK,True,1,3y a e,83.44,1.45,145,2,56.0,1,100,93,14,14,14,12,42,2.0,1.0,1.0,4.0,3.0,22,5,5,4,3,22,22,18,13,16.77852348993289,16.74641148325359,16.73546803525605,16.03706343549537,17.25377426312006,2,93,7,17:00,3,a,e,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SİBİRYALI(2) KG  ,171573,17/09/2017,İzmir,4. Koşu:19:00,U.BARLIK,D.YILDIZ,False,0,6y k a,135.98,5.6,560,2,11.0,5,73,93,10,8,10,9,28,8.0,2.0,2.0,12.0,1.0,73,11,14,12,9,15,19,16,12,13.82220282263931,13.97264303574055,13.81516759979641,13.74840420308357,13.84934984996538,2,93,4,19:00,6,k,a,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ÇERNOBİL(3) KG  DB  SK  ,171587,23/09/2017,Adana,8. Koşu:21:30,F.YARDIMCI,F.YARDIMCI,True,1,3y a e,88.23,4.05,405,10,11.0,4,66,25,12,10,10,9,32,10.0,,,,,1,0,0,0,0,0,0,0,0,13.60081604896294,,,,,10,25,8,21:30,3,a,e,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ŞAMPİYON TAY(6) KG  K  ,171602,23/09/2017,Adana,8. Koşu:21:30,A.KAÇMAZ,A.KAÇMAZ,True,1,3y d e,87.75,28.5,2850,8,2.0,10,16,41,9,10,11,10,30,8.0,,,,,1,0,0,0,0,0,0,0,0,13.67521367521367,,,,,8,41,8,21:30,3,d,e,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
GARDİYAN(9),171610,24/09/2017,İstanbul,8. Koşu:18:00,DOĞUKAN SAV,DOĞUKAN SAV,True,1,3y d g,137.55,42.05,4205,14,1.0,10,33,0,8,10,9,10,27,14.0,12.0,13.0,13.0,10.0,6,0,0,0,0,0,0,0,0,14.54016721192294,14.69435736677116,15.35705144612234,15.78843497138346,15.22401043932144,14,0,8,18:00,3,d,g,sonbahar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HANİMUN(10) KG  K  DB  ,171631,22/09/2017,Bursa,6. Koşu:16:30,F.KARAKURT,F.KARAKURT,True,1,6y d k,85.43,13.3,1330,9,1.0,8,58,50,9,9,8,10,26,9.0,10.0,9.0,4.0,10.0,44,2,4,2,3,4,9,4,6,16.38768582465176,16.36661211129296,17.15511079342387,16.38001638001638,16.25394397169902,9,50,6,16:30,6,d,k,sonbahar,1,1,1,0,0,0,0,0,0,0,0,0,0,0
BERKUT(7) DB  SK  ,171655,24/09/2017,İstanbul,8. Koşu:18:00,Z.KARABULUT,Z.KARABULUT,True,1,3y d e,130.18,31.15,3115,11,0.0,15,0,23,7,6,6,8,19,11.0,9.0,7.0,12.0,6.0,6,0,0,0,0,0,0,0,0,15.36334306345061,15.18288474810214,16.15508885298869,16.06640781898514,14.68608493452454,11,23,8,18:00,3,d,e,sonbahar,0,0,1,1,0,0,0,0,0,0,0,0,0,0
TRANSİT(1) KG  K  ,171678,18/09/2017,Bursa,2. Koşu:15:00,GÖKH.GÖKÇE,GÖKH.GÖKÇE,True,1,4y k a,99.73,1.7,170,6,,0,100,58,10,11,11,11,32,6.0,7.0,1.0,4.0,1.0,10,5,0,1,1,50,0,10,10,13.03519502657174,10.87429317094389,15.09759516876955,14.92982979994028,14.28107757221681,6,58,2,15:00,4,k,a,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ATEŞİN RÜZGARI(8) KG    ,171700,17/09/2017,İzmir,2. Koşu:17:45,N.AVCİ,A.C. İNAN,False,0,3y d e,123.17,1.4,140,11,4.0,1,100,33,9,10,11,11,30,15.0,11.0,5.0,3.0,4.0,12,0,0,3,3,0,0,25,25,,15.42583421287651,15.99461234110615,15.83252704723371,16.09896627690222,11,33,2,17:45,3,d,e,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BALERA(11) DB  SK    ,171710,17/09/2017,İzmir,2. Koşu:17:45,MUH.OK,MUH.OK,True,1,3y d d,128.6,10.25,1025,12,0.0,6,66,26,5,7,7,10,19,12.0,13.0,7.0,8.0,12.0,11,0,0,2,1,0,0,18,9,14.77449455676516,15.52106430155211,15.70954791412114,15.87841669502098,15.80194890703187,12,26,2,17:45,3,d,d,sonbahar,0,0,1,1,0,0,0,0,0,0,0,0,0,0
KARAKULAK BEY(2) KG  ,171731,23/09/2017,Ankara,7. Koşu:16:30,M.K.KUMBASAR,M.KESKİN,False,0,3y k e,103.17,12.3,1230,9,1.0,10,0,11,9,9,9,11,27,8.0,9.0,7.0,12.0,13.0,11,0,0,0,0,0,0,0,0,12.61645962732919,13.56983619269167,14.11717253201573,13.22751322751323,12.84521515735389,9,11,7,16:30,3,k,e,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KIZGIN BULUT(5) KG  SK  ,171764,21/09/2017,İzmir,5. Koşu:20:00,A.ALPAGUT,A.ALPAGUT,True,1,2y a d,83.12,4.35,434,8,14.0,4,69,41,10,11,11,11,32,8.0,,,,,1,0,0,0,0,0,0,0,0,14.43695861405197,,,,,8,41,5,20:00,2,a,d,sonbahar,1,0,0,1,0,0,0,0,0,0,0,0,0,0
TILALLI(6) SKG  SK  ,171772,18/09/2017,Adana,4. Koşu:20:00,V.DEMİR,V.DEMİR,True,1,2y a e,80.05,11.7,1170,6,4.0,8,38,58,7,8,7,9,22,6.0,,,,,1,0,0,0,0,0,0,0,0,14.99063085571518,,,,,6,58,4,20:00,2,a,e,sonbahar,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ARABIAN FACE(12) K  DB  SKG  ,171778,22/09/2017,Bursa,5. Koşu:16:00,MAHİR ŞAHİN,MAHİR ŞAHİN,True,1,3y k d,96.06,29.1,2910,9,1.0,12,35,50,5,7,7,8,19,9.0,10.0,9.0,6.0,10.0,12,0,1,1,0,0,8,8,0,15.61524047470331,15.94737366689923,15.90909090909091,16.02735334971685,14.73374026520733,9,50,5,16:00,3,k,d,sonbahar,0,1,1,0,1,0,0,0,0,0,0,0,0,0
CLOATTRO(7) KG  K  ,171791,21/09/2017,Ankara,7. Koşu:17:30,H.ÇİZİK,O.YILMAZ,False,0,4y d k,84.98,4.05,405,3,15.0,3,66,77,12,11,12,11,35,7.0,8.0,3.0,1.0,3.0,27,4,2,4,4,14,7,14,14,,,16.47446457990115,16.74179008370895,16.50943396226415,3,77,7,17:30,4,d,k,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
KALIMITA(4) (IRE) KG  DB  SK  ,171793,17/09/2017,İzmir,2. Koşu:17:45,F.AVCI,F.AVCI,True,1,3y d d,118.28,11.55,1155,3,3.0,8,53,86,7,8,7,7,22,,13.0,3.0,6.0,1.0,27,1,3,4,1,3,11,14,3,16.321044546851,15.5659328441183,16.06357795062564,15.80403002765705,15.89684712532014,3,86,2,17:45,3,d,d,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LADY ŞİRİN(7) KG  K  ,171798,21/09/2017,İzmir,5. Koşu:20:00,A.OKAN PAZAR,H.KAPLAN,False,0,2y d d,80.35,15.2,1520,6,2.0,9,30,58,11,10,12,9,33,11.0,6.0,11.0,,,3,0,0,0,0,0,0,0,0,,14.934660858743,14.64664957890882,,,6,58,5,20:00,2,d,d,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
KUTLUKIZ(7) K  DB  ,171887,18/09/2017,Adana,3. Koşu:19:30,M.BAYIR,M.BAYIR,True,1,3y d d,72.26,5.55,555,6,14.0,2,84,58,10,10,11,10,31,6.0,4.0,1.0,7.0,2.0,15,2,3,1,1,13,20,6,6,16.60669803487406,16.50391968092422,16.58767772511848,16.33033943776974,16.57785671995263,6,58,3,19:30,3,d,d,sonbahar,0,1,1,0,0,0,0,0,0,0,0,0,0,0
TOUCH THE WOLF(3),171889,23/09/2017,Ankara,6. Koşu:16:00,A.ÇELİK,A.ÇELİK,True,1,4y d a,56.16,4.55,455,1,13.0,5,55,100,17,15,14,12,46,1.0,4.0,5.0,1.0,1.0,15,8,2,1,2,53,13,6,13,,16.71891327063741,16.8722977960561,16.57824933687003,17.04484925961436,1,100,6,16:00,4,d,a,sonbahar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAINY MAN(6) SK  ,171914,23/09/2017,Ankara,5. Koşu:15:30,S.BOYRAZ,S.BOYRAZ,True,1,5y a a,75.09,8.7,869,5,4.0,8,22,55,14,13,12,12,39,5.0,1.0,11.0,2.0,3.0,49,12,6,9,7,24,12,18,14,15.98082301238514,16.10651777085794,14.43695861405197,15.48586914440573,16.40599365634912,5,55,5,15:30,5,a,a,sonbahar,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SAHRA YELİ(6) KG    ,171924,22/09/2017,İstanbul,5. Koşu:19:30,MAHSUN TURAN,MAHSUN TURAN,True,1,3y a e,99.03,9.15,915,7,2.0,8,36,45,11,11,11,10,33,7.0,6.0,4.0,8.0,8.0,7,0,0,0,1,0,0,0,14,14.137130162577,14.73115639577707,14.26220515633571,14.21295747956887,13.47449470644851,7,45,5,19:30,3,a,e,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BABA FAYIK(6) KG  K  DB  ,171956,18/09/2017,Adana,2. Koşu:19:00,A.C.BİNİZETOĞLU,A.C.BİNİZETOĞLU,True,1,4y a a,145.03,28.8,2880,10,1.0,9,30,25,8,6,8,8,22,10.0,15.0,6.0,9.0,5.0,10,1,0,1,0,10,0,10,0,13.79025029304282,12.19677463070877,13.37017559497281,13.00728407908429,13.81068734728567,10,25,2,19:00,4,a,a,sonbahar,1,1,1,0,0,0,0,0,0,0,0,0,0,0
BİTENE(9) KG  DB  SK    ,171960,23/09/2017,Adana,4. Koşu:19:30,E.SİNCAN,E.SİNCAN,True,1,3y a d,83.5,10.75,1075,9,5.0,7,41,33,6,7,8,8,21,9.0,,,,,1,0,0,0,0,0,0,0,0,14.37125748502994,,,,,9,33,4,19:30,3,a,d,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ALTINER(5) KG  K  DB  ,171988,22/09/2017,Bursa,3. Koşu:15:00,REC.ÖZŞAHİN,REC.ÖZŞAHİN,True,1,4y a a,110.39,16.85,1685,6,1.0,6,70,68,6,7,7,8,20,6.0,9.0,12.0,12.0,13.0,12,0,0,0,0,0,0,0,0,13.5881873358094,13.12133374498302,13.55407106205828,13.18057386190814,12.90415083518532,6,68,3,15:00,4,a,a,sonbahar,1,1,1,0,0,0,0,0,0,0,0,0,0,0
HÜNKAR(5),172011,23/09/2017,Ankara,3. Koşu:14:30,M.BAYIR,M.BAYIR,True,1,5y a a,134.52,13.25,1325,9,2.0,10,0,11,10,10,11,10,31,9.0,9.0,6.0,6.0,5.0,37,5,2,1,5,13,5,2,13,14.12429378531073,12.84482231329133,14.34252558836952,12.6008064516129,13.4994170706265,9,11,3,14:30,5,a,a,sonbahar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LONG WAY(4) KG  ,172016,21/09/2017,İzmir,3. Koşu:19:00,M.ÇİÇEK,M.ÇİÇEK,True,1,4y a a,128.35,2.95,295,2,23.0,1,92,91,14,14,14,12,42,2.0,1.0,1.0,3.0,3.0,22,6,3,4,5,27,13,18,22,15.58239189715621,16.06610052788616,15.53048880170018,15.60214529497806,15.97603594608088,2,91,3,19:00,4,a,a,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KARADALGA(7) K  ,172022,22/09/2017,Bursa,3. Koşu:15:00,T.YILDIZ,REC.ÖZŞAHİN,False,0,5y a k,100.55,2.05,204,3,17.0,3,88,87,12,11,11,10,34,11.0,3.0,4.0,7.0,2.0,39,7,5,5,4,17,12,12,10,11.37944114300164,14.91795126802586,14.08252358822701,14.31866995465755,15.3315446531238,3,87,3,15:00,5,a,k,sonbahar,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ŞEYMACAN KIZI(3) K  ,172043,18/09/2017,Adana,1. Koşu:18:30,M.İLERİ,M.İLERİ,True,1,4y a k,157.66,4.25,425,6,,0,100,58,8,10,10,10,28,6.0,6.0,3.0,3.0,7.0,30,3,2,6,2,10,6,20,6,12.68552581504503,14.91053677932405,14.8781848614469,14.82265749073584,12.30844975075389,6,58,1,18:30,4,a,k,sonbahar,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KİBARIM(2) KG  ,172044,21/09/2017,İzmir,2. Koşu:18:30,D.PALAUR,D.PALAUR,True,1,3y a d,101.96,3.3,330,6,,0,100,58,9,8,9,9,26,6.0,2.0,3.0,6.0,4.0,8,1,1,3,1,12,12,37,12,13.73087485288348,15.12477943029997,15.06969735024488,14.75093611709974,14.61988304093567,6,58,2,18:30,3,a,d,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
İPEK HATUN(10) KG  ,172050,23/09/2017,Adana,3. Koşu:19:00,F.R.BEBEK,F.R.BEBEK,True,1,2y a d,75.85,15.05,1505,9,1.0,9,25,33,6,9,10,9,25,9.0,5.0,7.0,4.0,,4,0,0,0,1,0,0,0,25,15.82069874752802,15.51389786683905,15.50187314300478,15.58643979737628,,9,33,3,19:00,2,a,d,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ROBUST RUNNER(8) KG  K  ,172105,21/09/2017,İzmir,1. Koşu:17:45,ADEM ŞEN,ADEM ŞEN,True,1,2y d d,84.24,26.55,2655,9,,0,100,33,9,11,11,11,31,9.0,7.0,9.0,,,3,0,0,0,0,0,0,0,0,14.24501424501425,15.17834556033392,13.92111368909513,,,9,33,1,17:45,2,d,d,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ZENDİNÇERAH(7) KG  ,172149,22/09/2017,Bursa,1. Koşu:14:00,D.MALATYALI,İ.H.KETME,False,0,3y d e,86.11,14.4,1440,5,2.0,7,64,75,6,6,7,8,19,10.0,5.0,10.0,7.0,5.0,5,0,0,0,0,0,0,0,0,13.62663032898579,13.93566368598304,13.41124628795862,14.31810046533827,14.63349740588001,5,75,1,14:00,3,d,e,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TARGEDYAN(8) KG  K  DB  ,172288,14/09/2017,Ankara,9. Koşu:18:00,A.KURŞUN,A.KURŞUN,True,1,3y d e,159.86,29.8,2980,11,0.0,11,9,9,12,11,12,12,35,11.0,10.0,10.0,6.0,12.0,5,0,0,0,0,0,0,0,0,12.51094707869386,14.71165162808945,14.35750179468772,14.31200163565733,11.36499581289628,11,9,9,18:00,3,d,e,sonbahar,1,1,1,0,0,0,0,0,0,0,0,0,0,0
VENJURA(11) K  DB  ,172290,13/09/2017,İstanbul,9. Koşu:18:00,A.ASLAN,A.ASLAN,True,1,4y d k,97.79,11.85,1185,11,4.0,10,35,28,7,8,8,9,23,11.0,7.0,11.0,2.0,8.0,35,1,5,5,0,2,14,14,0,16.36159116474077,14.54696591853699,15.86638830897703,16.2717380250178,16.50554114595614,11,28,9,18:00,4,d,k,sonbahar,0,1,1,0,0,0,0,0,0,0,0,0,0,0
AKÇAKÖY GÜZELİ(13) KG  K  DB  ,172298,14/09/2017,İzmir,8. Koşu:21:30,Y.BAYIR,Y.BAYIR,True,1,5y k k,128.26,124.4,12440,14,0.0,16,0,13,5,4,4,8,13,14.0,12.0,12.0,1.0,8.0,21,1,1,2,2,4,4,9,9,14.03399345080306,14.86620416253717,13.9380293770773,13.14553990610329,11.79593040401062,14,13,8,21:30,5,k,k,sonbahar,1,1,1,0,0,0,0,0,0,0,0,0,0,0
MAKARA(11) KG  ,172324,14/09/2017,İzmir,8. Koşu:21:30,CEM ŞEN,C.GÖKÇE,False,0,4y a a,124.61,105.1,10510,7,0.0,15,6,60,7,7,7,8,21,10.0,7.0,8.0,8.0,9.0,28,1,1,4,0,3,3,14,0,13.0575218198062,14.44506861407592,13.14233144959916,13.55013550135501,14.02421021552997,7,60,8,21:30,4,a,a,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BOZBABA(12) KG  K  DB  ,172330,14/09/2017,İzmir,8. Koşu:21:30,H.ŞİMŞEK,H.ŞİMŞEK,True,1,5y k a,124.59,10.6,1060,5,4.0,7,56,73,7,7,8,9,22,5.0,7.0,6.0,13.0,9.0,35,1,1,1,4,2,2,2,11,14.44738743077293,14.23994304022784,13.84657989476599,13.83262523466061,14.66890192791283,5,73,8,21:30,5,k,a,sonbahar,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SAINT HILARION(3) KG  K  DB  ,172342,14/09/2017,İzmir,7. Koşu:21:00,A.ALPAGUT,A.ALPAGUT,True,1,5y d a,155.33,3.7,370,10,14.0,3,81,40,10,11,11,11,32,10.0,12.0,6.0,8.0,1.0,34,11,3,3,3,32,8,8,8,14.1633940642503,15.1433207138994,15.31833413116324,13.91497947540527,15.5148095909732,10,40,7,21:00,5,d,a,sonbahar,1,1,1,0,0,0,0,0,0,0,0,0,0,0
TEMİZ HANIM(10),172346,13/09/2017,İstanbul,8. Koşu:17:30,Z.KARABULUT,Z.KARABULUT,True,1,3y d d,101.8,20.3,2030,8,1.0,9,42,50,7,6,6,8,19,8.0,13.0,14.0,11.0,10.0,5,0,0,0,0,0,0,0,0,13.7524557956778,12.80409731113956,13.36005344021376,13.51199189280486,,8,50,8,17:30,3,d,d,sonbahar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIZIM ASLI(6) KG  DB  BB  ,172358,13/09/2017,İstanbul,8. Koşu:17:30,A.SÖZEN,A.SÖZEN,True,1,3y k d,96.97,6.55,655,5,4.0,3,85,71,13,13,13,12,39,5.0,9.0,6.0,,,3,0,0,0,0,0,0,0,0,14.43745488295349,14.0646976090014,14.35063381966037,,,5,71,8,17:30,3,k,d,sonbahar,1,0,1,0,0,0,0,0,0,0,0,0,0,0
HARBİ CİHAN(4),172386,13/09/2017,İstanbul,7. Koşu:17:00,G.YILDIZ,G.YILDIZ,True,1,3y k e,102.68,35.25,3525,5,2.0,9,42,71,7,8,9,10,24,5.0,5.0,7.0,2.0,3.0,9,1,2,3,0,11,22,33,0,14.60849240358395,14.69661977745119,14.76014760147601,15.06348181622552,15.07537688442211,5,71,7,17:00,3,k,e,sonbahar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLACK DYNAMITE(9) KG  ,172398,14/09/2017,Ankara,6. Koşu:16:30,H.ÇANAKÇI,M.ALİ AYDIN,False,0,3y d e,72.26,28.85,2885,9,1.0,10,18,27,10,8,10,12,28,14.0,9.0,8.0,10.0,9.0,5,0,0,0,0,0,0,0,0,,,,,16.60669803487406,9,27,6,16:30,3,d,e,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
STAR OF MELİH(6) SKG  SK  ,172408,13/09/2017,Elazığ,6. Koşu:20:30,M.DOĞAN,M.DOĞAN,True,1,8y d a,84.97,4.2,420,7,4.0,5,54,50,8,10,9,11,27,7.0,7.0,11.0,6.0,7.0,79,11,10,9,8,13,12,11,10,14.122631517006,16.11418047882136,16.26205134161923,15.79778830963665,16.48578101387553,7,50,6,20:30,8,d,a,sonbahar,0,0,0,1,1,0,0,0,0,0,0,0,0,0
PARTY LOVER(5) KG  DB  SK  ,172419,14/09/2017,Ankara,6. Koşu:16:30,H.KARATAŞ,H.KARATAŞ,True,1,5y d k,70.96,2.8,280,2,21.0,1,100,90,27,19,15,11,61,2.0,1.0,3.0,3.0,13.0,41,7,10,10,1,17,24,24,2,16.91093573844419,16.3951224510708,16.7270699749094,16.44905931942017,16.5682924303614,2,90,6,16:30,5,d,k,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
PİLOTKAYA(10) DB    ,172441,13/09/2017,İstanbul,5. Koşu:16:00,M.C.DEMİR,M.C.DEMİR,True,1,3y a d,98.8,6.55,655,8,1.0,5,71,50,4,6,8,9,18,8.0,12.0,9.0,5.0,7.0,7,0,0,0,0,0,0,0,0,14.17004048582996,14.36093824796553,13.47557551937114,13.31431288635283,13.50256548744261,8,50,5,16:00,3,a,d,sonbahar,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HONEY BADGER(16) KG  SK  ,172443,14/09/2017,İzmir,4. Koşu:19:30,M.K.CEYLAN,M.K.CEYLAN,True,1,3y a e,92.69,44.05,4405,16,0.0,13,18,0,1,3,3,4,7,16.0,15.0,13.0,9.0,14.0,6,0,0,0,0,0,0,0,0,15.10411047577948,14.87173131738753,14.94768310911809,14.70876642478917,14.71051802038457,16,0,4,19:30,3,a,e,sonbahar,1,0,0,1,0,0,0,0,0,0,0,0,0,0
TİREBOLU(9) KG  DB  ,172459,13/09/2017,Elazığ,5. Koşu:20:00,N.ALTIN,H.ÇİZİK,False,0,4y a a,118.14,9.0,900,3,5.0,7,36,83,13,12,11,10,36,12.0,6.0,3.0,10.0,7.0,22,2,0,3,4,9,0,13,18,,12.58415654690744,13.54325376671745,12.63376932223543,12.51477438642842,3,83,5,20:00,4,a,a,sonbahar,1,0,1,0,0,0,0,0,0,0,0,0,0,0
DOST SALİM(7) KG  DB  SK  ,172462,13/09/2017,Elazığ,5. Koşu:20:00,MEH.TAŞKAYA,Y.İLBAN,False,0,4y a a,127.63,27.7,2770,7,1.0,9,18,50,10,10,9,10,29,7.0,6.0,7.0,11.0,9.0,26,0,3,0,4,0,11,0,15,12.92880537838304,13.70332305584104,12.53623756170179,12.13101496158512,13.2934529744101,7,50,5,20:00,4,a,a,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LAST ROMAN(8) SK    ,172486,14/09/2017,İzmir,4. Koşu:19:30,N.AVCİ,N.AVCİ,True,1,3y d d,86.65,4.4,440,9,5.0,6,62,46,9,10,11,11,30,9.0,10.0,7.0,5.0,1.0,5,1,0,0,0,20,0,0,0,16.15695326024235,16.11459265890779,16.43835616438356,16.87763713080169,16.31131306070139,9,46,4,19:30,3,d,d,sonbahar,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LUCKY CORTES(6) K  ,172545,14/09/2017,Ankara,2. Koşu:14:30,HAKAN YILDIZ,HAKAN YILDIZ,True,1,3y d d,85.42,15.1,1510,7,2.0,7,45,45,8,9,10,10,27,7.0,7.0,9.0,18.0,7.0,11,1,2,1,1,9,18,9,9,15.21891828611566,15.31393568147014,16.34368433341116,15.00107150510751,16.12415600120931,7,45,2,14:30,3,d,d,sonbahar,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ARNAVUT BEYİ(5) K  ,172634,28/09/2017,İzmir,4. Koşu:19:00,GÖKH.GÖKÇE,M.KAYİŞ,False,0,4y k g,121.34,3.55,355,1,15.0,4,81,100,10,11,11,11,32,10.0,1.0,8.0,7.0,2.0,20,4,5,1,1,20,25,5,5,,16.48261084555794,16.00539128969758,15.3727901614143,16.17977528089888,1,100,4,19:00,4,k,g,sonbahar,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ROYAL BLAST(15) KG  DB  ,172675,19/09/2017,Diyarbakır,10. Koşu:18:00,M.DOĞAN,M.DOĞAN,True,1,3y a e,127.22,9.95,994,12,4.0,6,66,26,8,10,9,11,27,12.0,3.0,6.0,10.0,10.0,11,0,0,2,1,0,0,18,9,13.36267882408426,15.19564391541092,14.42446389075873,13.14252336448598,14.56841082918538,12,26,10,18:00,3,a,e,sonbahar,1,0,1,0,0,0,0,0,0,0,0,0,0,0
BİRBEY HAN(3) DB  YP  ,173065,04/10/2017,İstanbul,2. Koşu:17:15,N.AVCİ,N.AVCİ,True,1,3y d e,146.64,22.7,2270,7,1.0,8,29,45,9,10,11,11,30,7.0,13.0,4.0,4.0,3.0,27,4,1,5,6,14,3,18,22,15.00272776868522,14.28249267082613,15.31146748327827,15.02898447004938,15.61802766622044,7,45,2,17:15,3,d,e,sonbahar,0,0,1,0,0,0,0,0,1,0,0,0,0,0
SALAR BEYİ(16) DB  ,173066,05/10/2017,İzmir,8. Koşu:21:00,F.AVCI,F.AVCI,True,1,5y d a,73.85,66.85,6684,14,0.0,16,0,13,7,8,7,7,22,14.0,9.0,13.0,12.0,14.0,27,0,3,2,1,0,11,7,3,16.24915368991199,16.33576275446092,15.7245717123231,15.93262774553317,13.91183375358664,14,13,8,21:00,5,d,a,sonbahar,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AYŞOM(10),173077,01/10/2017,İstanbul,5. Koşu:16:00,C.KARADEMİR,C.KARADEMİR,True,1,4y d k,125.94,13.1,1310,7,3.0,8,52,62,5,5,5,7,15,7.0,5.0,3.0,7.0,3.0,17,0,0,2,2,0,0,11,11,15.88057805304113,16.09334138000402,16.5374677002584,16.23237932507476,16.35657329789409,7,62,5,16:00,4,d,k,sonbahar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARCELONA(5) KG  K  ,173113,01/10/2017,İstanbul,2. Koşu:14:30,S.BOYRAZ,S.BOYRAZ,True,1,5y a a,143.87,3.1,310,5,,0,100,75,14,13,12,12,39,5.0,4.0,3.0,4.0,8.0,35,9,5,4,3,25,14,11,8,13.2063668589699,14.11831144995059,14.3843498273878,14.8936170212766,14.10153102336825,5,75,2,14:30,5,a,a,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
UNCLE(10) KG  ,173120,05/10/2017,İzmir,8. Koşu:21:00,F.ÇAKAR,F.ÇAKAR,True,1,6y d a,76.48,15.0,1500,16,2.0,11,31,0,15,14,13,11,42,16.0,14.0,8.0,9.0,11.0,51,4,6,9,11,7,11,17,21,15.69037656903766,15.17604208822339,16.73406777297448,16.88476150274377,15.75157515751575,16,0,8,21:00,6,d,a,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
